AY567487.2	Alphacoronavirus amsterdamense - Human coronavirus NL63 (HCoV-NL63)		
AF304460.1	Alphacoronavirus chicagoense - Human coronavirus 229E (HCoV-229E)		
WSS4768775	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 1 (PB2)	2025-2026 Northern Hemisphere Influenza Season
WSS4768773	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 2 (PB1)	2025-2026 Northern Hemisphere Influenza Season
WSS4768770	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 3 (PA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768771	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 4 (HA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768772	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 5 (NP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768769	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 6 (NA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768776	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 7 (MP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768774	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Croatia/10136RV/2023(H3N2)"	segment 7 (NS)	2025-2026 Northern Hemisphere Influenza Season
WSS4768799	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 1 (PB2)	2025-2026 Northern Hemisphere Influenza Season
WSS4768797	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 2 (PB1)	2025-2026 Northern Hemisphere Influenza Season
WSS4768794	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 3 (PA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768795	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 4 (HA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768796	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 5 (NP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768793	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 6 (NA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768800	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 7 (MP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768798	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/District_Of_Columbia/27/2023(H3N2)"	segment 7 (NS)	2025-2026 Northern Hemisphere Influenza Season
AF144300.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 1 (PB2)	
AF144301.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 2 (PB1)	
AF144302.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 3 (PA)	
AF144305.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 4 (HA)	
AF144303.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 5 (NP)	
AF144304.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 6 (NA)	
AF144306.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 7 (MP)	
AF144307.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/goose/Guangdong/1/1996(H5N1)"	segment 8 (NS)	
AJ404630.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 1 (PB2)	
AJ404634.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 2 (PB1)	
AJ404637.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 3 (PA)	
AJ404626.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 4 (HA)	
AJ289871.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 5 (NP)	
AJ404629.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 6 (NA)	
AJ278646.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 7 (MP)	
AJ278649.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Hong Kong/1073/99(H9N2)"	segment 8 (NS)	
M73524.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 1 (PB2)	
M25935.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 2 (PB1)	
M26079.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 3 (PA)	
L11133.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 4 (HA)	
AY210103.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 5 (NP)	
AY209932.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 6 (NA)	
M63531.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 7 (MP)	
AY210191.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Korea/426/1968(H2N2)"	segment 8 (NS)	
CY002071.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 1 (PB2)	
CY002070.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 2 (PB1)	
CY002069.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 3 (PA)	
CY002064.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 4 (HA)	
CY002067.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 5 (NP)	
CY002066.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 6 (NA)	
CY002065.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 7 (MP)	
CY002068.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/New York/392/2004(H3N2)"	segment 8 (NS)	
V00603.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 1 (PB2)	
J02151.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 2 (PB1)	
V01106.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 3 (PA)	
V01088.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 4 (HA)	
J02147.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 5 (NP)	
J02146.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 6 (NA)	
V01099.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 7 (MP)	
J02150.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Puerto Rico/8/1934(H1N1)"	segment 8 (NS)	
KF021594.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 1 (PB2)	
KF021595.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 2 (PB1)	
KF021596.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 3 (PA)	
KF021597.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 4 (HA)	
KF021598.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 5 (NP)	
KF021599.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 6 (NA)	
KF021600.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 7 (MP)	
KF021601.1	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Shanghai/02/2013(H7N9)"	segment 8 (NS)	
WSS3510840	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 1 (PB2)	2022-2023 Northern Hemisphere Influenza Season
WSS3510841	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 2 (PB1)	2022-2023 Northern Hemisphere Influenza Season
WSS3510842	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 3 (PA)	2022-2023 Northern Hemisphere Influenza Season
WSS3510843	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 4 (HA)	2022-2023 Northern Hemisphere Influenza Season
WSS3510844	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 5 (NP)	2022-2023 Northern Hemisphere Influenza Season
WSS3510845	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 6 (NA)	2022-2023 Northern Hemisphere Influenza Season
WSS3510846	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 7 (MP)	2022-2023 Northern Hemisphere Influenza Season
WSS3510847	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Victoria/2570/2019(H1N1)"	segment 8 (NS)	2022-2023 Northern Hemisphere Influenza Season
WSS4768789	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 1 (PB2)	2025-2026 Northern Hemisphere Influenza Season
WSS4768790	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 2 (PB1)	2025-2026 Northern Hemisphere Influenza Season
WSS4768788	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 3 (PA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768792	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 4 (HA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768785	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 5 (NP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768791	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 6 (NA)	2025-2026 Northern Hemisphere Influenza Season
WSS4768787	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 7 (MP)	2025-2026 Northern Hemisphere Influenza Season
WSS4768786	"Alphainfluenzavirus influenzae - Influenza A virus (IAV), strain A/Wisconsin/67/2022(H1N1)"	segment 7 (NS)	2025-2026 Northern Hemisphere Influenza Season
X74475.1	Alphapapillomavirus 1 - Human papillomavirus 32 (HPV-32)		
M73236.1	Alphapapillomavirus 1 - Human papillomavirus 42 (HPV-42)		
M14119.1	Alphapapillomavirus 10 - Human papillomavirus 11 (HPV-11)		
X62843.1	Alphapapillomavirus 10 - Human papillomavirus 13 (HPV-13)		
U31788.1	Alphapapillomavirus 10 - Human papillomavirus 44 (HPV-44)		
X00203.1	Alphapapillomavirus 10 - Human papillomavirus 6 (HPV-6)		
AF436130.1	Alphapapillomavirus 10 - Human papillomavirus 74 (HPV-74)		
KR816168.1	Alphapapillomavirus 11 - Human papillomavirus 177 (HPV-177)		
X74476.1	Alphapapillomavirus 11 - Human papillomavirus 34 (HPV-34)		
X94165.1	Alphapapillomavirus 11 - Human papillomavirus 73 (HPV-73)		
U37488.1	Alphapapillomavirus 13 - Human papillomavirus 54 (HPV-54)		
DQ080082.1	Alphapapillomavirus 14 - Human papillomavirus 106 (HPV-106)		
AB040456.1	Alphapapillomavirus 14 - Human papillomavirus 71 (HPV-71)		
AY057438.1	Alphapapillomavirus 14 - Human papillomavirus 90 (HPV-90)		
X74465.1	Alphapapillomavirus 2 - Human papillomavirus 10 (HPV-10)		
GQ246950.1	Alphapapillomavirus 2 - Human papillomavirus 117 (HPV-117)		
FN547152.2	Alphapapillomavirus 2 - Human papillomavirus 125 (HPV-125)		
AB745694.1	Alphapapillomavirus 2 - Human papillomavirus 160 (HPV-160)		
U31783.1	Alphapapillomavirus 2 - Human papillomavirus 28 (HPV-28)		
U31784.1	Alphapapillomavirus 2 - Human papillomavirus 29 (HPV-29)		
X74462.1	Alphapapillomavirus 2 - Human papillomavirus 3 (HPV-3)		
Y15175.1	Alphapapillomavirus 2 - Human papillomavirus 77 (HPV-77)		
KC138720.1	Alphapapillomavirus 2 - Human papillomavirus 78 (HPV-78)		
AJ620211.1	Alphapapillomavirus 2 - Human papillomavirus 94 (HPV-94)		
DQ080083.1	Alphapapillomavirus 3 - Human papillomavirus 102 (HPV-102)		
GQ244463.1	Alphapapillomavirus 3 - Human papillomavirus 114 (HPV-114)		
U31793.1	Alphapapillomavirus 3 - Human papillomavirus 61 (HPV-61)		
AY395706.1	Alphapapillomavirus 3 - Human papillomavirus 62 (HPV-62)		
X94164.1	Alphapapillomavirus 3 - Human papillomavirus 72 (HPV-72)		
AJ620209.1	Alphapapillomavirus 3 - Human papillomavirus 81 (HPV-81)		
AF151983.1	Alphapapillomavirus 3 - Human papillomavirus 83 (HPV-83)		
AF293960.1	Alphapapillomavirus 3 - Human papillomavirus 84 (HPV-84)		
AF349909.1	Alphapapillomavirus 3 - Human papillomavirus 86 (HPV-86)		
AJ400628.2	Alphapapillomavirus 3 - Human papillomavirus 87 (HPV-87)		
AF436128.1	Alphapapillomavirus 3 - Human papillomavirus 89 (HPV-89)		
X55964.1	Alphapapillomavirus 4 - Human papillomavirus 2 (HPV-2)		
X74473.1	Alphapapillomavirus 4 - Human papillomavirus 27 (HPV-27)		
X55965.1	Alphapapillomavirus 4 - Human papillomavirus 57 (HPV-57)		
X74472.1	Alphapapillomavirus 5 - Human papillomavirus 26 (HPV-26)		
M62877.1	Alphapapillomavirus 5 - Human papillomavirus 51 (HPV-51)		
AB027020.1	Alphapapillomavirus 5 - Human papillomavirus 69 (HPV-69)		
AB027021.1	Alphapapillomavirus 5 - Human papillomavirus 82 (HPV-82)		
X74474.1	Alphapapillomavirus 6 - Human papillomavirus 30 (HPV-30)		
X74482.1	Alphapapillomavirus 6 - Human papillomavirus 53 (HPV-53)		
X74483.1	Alphapapillomavirus 6 - Human papillomavirus 56 (HPV-56)		
U31794.1	Alphapapillomavirus 6 - Human papillomavirus 66 (HPV-66)		
X05015.1	Alphapapillomavirus 7 - Human papillomavirus 18 (HPV-18)		
M62849.1	Alphapapillomavirus 7 - Human papillomavirus 39 (HPV-39)		
X74479.1	Alphapapillomavirus 7 - Human papillomavirus 45 (HPV-45)		
X77858.1	Alphapapillomavirus 7 - Human papillomavirus 59 (HPV-59)		
DQ080079.1	Alphapapillomavirus 7 - Human papillomavirus 68 (HPV-68)		
U21941.1	Alphapapillomavirus 7 - Human papillomavirus 70 (HPV-70)		
AF131950.1	Alphapapillomavirus 7 - Human papillomavirus 85 (HPV-85)		
DQ080080.1	Alphapapillomavirus 7 - Human papillomavirus 97 (HPV-97)		
X74478.1	Alphapapillomavirus 8 - Human papillomavirus 40 (HPV-40)		
